name,source,AC,HP,init
Swarm of Mechanical Spiders,WDH,12,5d8,+1
Swarm of Piranhas,PSX,13,8d8-8,+3
Swarm of Piranhas,MM'25,13,8d8-8,+3
Swarm of Poisonous Snakes,MM'14,14,8d8,+4
Swarm of Quippers,MM'14,13,8d8-8,+3
Swarm of Rats,MM'25,10,4d8-4,0
Swarm of Rats,MM'14,10,7d8-7,0
Swarm of Ravenous Insects,RHW,13,6d8+12,+2
Swarm of Ravens,MM'25,12,2d8+2,+2
Swarm of Ravens,MM'14,12,7d8-7,+2
Swarm of Rot Grubs,MPMM,8,5d8,-2
Swarm of Rot Grubs,VGM,8,5d8,-2
Swarm of Scarabs,VRGR,13,5d8+5,+2
Swarm of Sorrowfish,CRCotN,14,16d8+32,+4
Swarm of Spiders,MM'14,12,5d8,+1
Swarm of Stirges,MM'25,14,8d8,+3
Swarm of Sunflies,MPP,13,5d8,+3
Swarm of Undead Snakes,EGW,14,8d8,+4
Swarm of Venomous Snakes,MM'25,14,8d8,+4
Swarm of Wasps,MM'14,12,5d8,+1
Swarm of Zombie Limbs,VRGR,10,5d8,0
Swarm of Zombie Limbs,RHW,12,4d8+8,+2
Swashbuckler,MPMM,17,12d8+12,+4
Swashbuckler,VGM,17,12d8+12,+4
Swavain Basilisk,EGW,16,10d12+20,+3
Sweettooth Horror,MCV4EC,14,9d10+9,+4
Sword Spider,MaBJoV,16,6d10+12,+3
Sword Wraith Commander,MPMM,17,15d8+60,+2
Sword Wraith Commander,MTF,17,15d8+60,+2
Sword Wraith Warrior,MPMM,16,6d8+18,+1
Sword Wraith Warrior,MTF,16,6d8+18,+1
Tabaxi Hunter,ToA,14,9d8,+3
Tabaxi Minstrel,ToA,12,5d8,+2
Talon Beast,BMT,14,12d10+48,+2
Tanarukk,MPMM,14,10d8+50,+1
Tanarukk,VGM,14,10d8+50,+1
Tanazir Quandrix,SCC,20,24d20+192,+2
Tarkanan Assassin,ERLW,15,7d8+14,+3
Tarkanan Marauder,EFA,16,26d8+130,+3
Tarkanan Ruffian,EFA,13,5d8+10,+1
Tarrasque,MM'14,25,33d20+330,0
Tarrasque,MM'25,25,34d20+340,0
Tasloi,MaBJoV,13,2d6-2,+3
Tasloi Sniper,MaBJoV,14,6d6,+4
Telepathic Pentacle,IDRotF,15,15d12+75,+1
Tempest Hart,MCV4EC,13,14d12+56,+3
Tempest Spirit,BGG,12,17d12+85,+2
Terastodon,PSZ,13,11d12+55,-1
Terra Stomper,PSZ,13,13d12+52,0
Terracotta Warrior,ToA,17,6d8+6,0
Terran Magen,NF,21,22d8+22,0
Thanoi Hunter,MCV2DC,14,5d8+10,+2
Tharashk Hunter,EFA,16,15d8+30,+4
Thayan Apprentice,TftYP,12,5d8+5,+2
Thayan Warrior,TftYP,16,8d8+16,+1
The Angry,MTF,17,30d8+120,0
The Bagman,VRGR,15,8d10+40,+1
The Hungry,MTF,17,30d8+90,0
The Lonely,MTF,16,15d8+45,+1
The Lord of Blades,ERLW,19,23d8+92,+2
The Lost,MTF,15,12d8+24,+1
The Wretched,MTF,15,4d6-4,+1
Theran Chimera,MOT,15,10d10+40,+1
Thessalheart Construct,IMR,15,2d4+2,+2
Thessalhydra,HftT,14,6d12+30,+1
Thessalkraken,IMR,16,18d12+90,0
Thopter (Bat),PSK,12,1d4-1,+2
Thopter (Blood Hawk),PSK,12,2d6,+2
Thopter (Eagle),PSK,12,1d6,+2
Thopter (Hawk),PSK,13,1d4-1,+3
Thopter (Owl),PSK,11,1d4-1,+1
Thopter (Pseudodragon),PSK,13,2d4+2,+2
Thopter (Raven),PSK,12,1d4-1,+2
Thopter (Vulture),PSK,10,1d8+1,0
Thorn Slinger,TftYP,11,5d10+5,+1
Thorny,VGM,14,5d8+5,+1
Thorny Vegepygmy,MPMM,14,5d8+5,+1
Thought Spy,GGR,13,6d8,+2
Thri-kreen,MM'14,15,6d8+6,+2
Thri-kreen Gladiator,BAM,17,19d8+57,+4
Thri-kreen Hunter,BAM,16,11d8+11,+3
Thri-kreen Marauder,MM'25,15,6d8+6,+2
Thri-kreen Mystic,BAM,15,18d8+18,+2
Thri-kreen Psion,MM'25,16,23d8+46,+2
Thug,MM'14,11,5d8+10,0
Thunderbeast Skeleton,SKT,15,8d12+16,0
Tiberius Inuus,MaBJoV,17,20d8+80,+1
Tiefling Acrobat,KftGV,10,1d8,0
Tiefling Muralist,IMR,12,2d8,+1
Tiger,MM'25,13,4d10+8,+3
Tiger,MM'14,12,5d10+10,+2
Timbermaw,PSZ,14,6d8,+2
Time Dragon Wyrmling,MPP,17,10d8+30,0
Tin Soldier,WBtW,17,6d6+6,0
Tiny Servant,XGE,15,4d4,+3
Titanothere,BGG,16,13d12+52,0
Titivilus,MTF,20,17d8+51,+6
Titivilus,MPMM,20,20d8+60,+6
Tlacatecolo,JttRC,13,12d8+24,+3
Tlexolotl,JttRC,15,11d12+33,0
Tlincalli,MPMM,15,10d10+30,+1
Tlincalli,VGM,15,10d10+30,+1
Tomb Dwarf,ToA,14,6d8+18,+2
Tomb Guardian,ToA,17,11d8+44,-1
Tomb Tapper,IDRotF,17,18d12+90,0
Topaz Dragon Wyrmling,FTD,16,6d8+6,+1
Topaz Greatwyrm,FTD,20,26d20+234,+2
Topi,TTP,13,3d6+3,+2
Tortle,MPMM,17,4d8+4,0
Tortle,MTF,17,4d8+4,0
Tortle Druid,MPMM,17,6d8+6,0
Tortle Druid,MTF,17,6d8+6,0
Tough,MM'25,12,5d8+10,+1
Tough Boss,MM'25,16,11d8+33,+2
Tower Hand,QftIS,14,4d8+4,+2
Tower Sage,QftIS,10,5d8,0
Traag Draconian,MCV2DC,14,8d10+24,0
Transcendent Order Conduit,MPP,17,15d8+30,+4
Transcendent Order Instinct,MPP,16,9d8+9,+3
Transmuter,VGM,12,9d8,+2
Transmuter Wizard,MPMM,12,11d8,+2
Trapper,MPMM,13,8d10+24,0
Trapper,VGM,13,10d10+30,0
Treant,MM'25,16,12d12+60,-1
Treant,MM'14,16,12d12+60,-1
Treant Sapling,WBtW,14,6d10+12,-1
Treant Totem Elemental,PSX,16,12d12+60,-1
Tree Blight,MM'25,15,10d12+50,0
Tree Blight,CoS,15,8d12+40,0
Treefolk,MCV4EC,17,18d10+72,+1
Trench Giant,PSZ,14,13d12+65,0
Tressym,BGDIA,12,2d4,+2
Tressym,SKT,12,2d4,+2
Tri-flower Frond,ToA,10,2d8+2,+2
Tribal Warrior,MM'14,12,2d8+2,0
Tribal Warrior Spore Servant,IDRotF,12,2d8+2,0
Triceratops,MM'25,14,12d12+36,-1
Triceratops,MM'14,13,10d12+30,-1
Tridrone,MM'14,15,3d8+3,+1
Trilobite,PSX,11,1d4,0
Trilobite (Giant),PSX,15,3d8,+2
Triton Master of Waves,MOT,15,14d8+42,0
Triton Shorestalker,MOT,13,5d8+10,+3
Troglodyte,MM'25,11,2d8+4,0
Troglodyte,MM'14,11,2d8+4,0
Troglodyte Champion of Laogzed,OotA,14,7d8+28,+1
Troll,MM'14,15,8d10+40,+1
Troll,MM'25,15,9d10+45,+1
Troll Amalgam,BGG,15,14d20+70,+2
Troll Limb,MM'25,13,4d6,+1
Troll Mutate,BGG,16,10d10+40,+1
Tromokratis,MOT,22,21d20+189,0
Trostani,GGR,17,24d10+120,+2
Tsucora Quori,ERLW,16,8d8+32,+2
Turntimber Giant,PSZ,14,16d12+96,0
Twig Blight,MM'14,13,1d6+1,+1
Twig Blight,MM'25,14,2d6,+2
Two-Headed Cerberus,MOT,12,6d8+12,+2
Two-Headed Crocodile,IMR,12,3d10+3,0
Two-Headed Owlbear,IMR,13,7d10+21,+1
Two-Headed Plesiosaurus,TTP,13,8d10+24,+2
Two-Headed Troll,OotA,15,8d10+40,+1
Typhon,MOT,17,17d12+85,0
Tyrannosaurus Rex,MM'25,13,13d12+52,0
Tyrannosaurus Rex,MM'14,13,13d12+52,0
Tyrannosaurus Zombie,ToA,11,13d12+52,-2
Tyrant,PSX,13,13d12+52,0
Tyrant Shadow,CoA,19,18d12+90,+3
Udaak,EGW,17,10d20+60,+2
Ulamog,PSZ,22,19d12+190,+5
Ulitharid,MPMM,15,17d10+14,+1
Ulitharid,VGM,15,17d10+14,+1
Ultroloth,MM'14,19,18d8+72,+3
Ultroloth,MM'25,19,26d8+104,+3
Umber Hulk,MM'25,18,11d10+33,+1
Umber Hulk,MM'14,17,11d10+33,+1
Umbragen Shadow Walker,EFA,14,25d8+50,+4
Undead Bulette,WDMM,17,9d10+45,0
Undead Cockatrice,OoW,11,6d6+6,+1
Undead Shambling Mound,WDMM,15,16d10+48,-1
Undead Soldier,DSotDQ,17,6d8+18,+2
Undead Spirit,PHB'24,11,(manual),+3
Undead Spirit,TCE,11,(manual),+3
Undead Tree,BGDIA,16,12d12+60,-1
Undercity Medusa,GGR,16,16d8+48,+4
Underworld Cerberus,MOT,16,11d10+44,+1
Undying Councilor,ERLW,17,16d8+32,0
Undying Soldier,ERLW,17,4d8+8,+1
Unicorn,MM'14,12,9d10+18,+2
Unicorn,MM'25,12,13d10+26,+2
Unspeakable Horror,RHW,13,12d12+48,+1
Unspeakable Horror,VRGR,15,10d10+40,+1
Usagt,AitFR-THP,12,13d8+39,+2
Uthgardt Barbarian Leader,SKT,14,9d8+27,+2
Uthgardt Shaman,SKT,13,7d8+7,+1
Vadalis Heir,EFA,14,8d8+16,+3
Valenar Hawk,ERLW,14,4d4,+4
Valenar Hound,ERLW,14,3d8+6,+2
Valenar Steed,ERLW,13,3d10+6,+3
Valygar,MaBJoV,17,25d8+75,+4
Vampirate,BAM,14,5d8+20,+2
Vampirate Captain,BAM,15,10d8+40,+3
Vampirate Mage,BAM,14,8d8+32,+2
Vampire,MM'14,16,17d8+68,+4
Vampire,MM'25,16,23d8+92,+4
Vampire Familiar,MM'25,15,10d8+20,+3
Vampire Infernalist,ABH,16,23d8+69,+3
Vampire Mind Flayer,RHW,15,10d8+40,+4
Vampire Neonate,PSI,15,11d8+33,+3
Vampire Nightbringer,MM'25,16,19d8+57,+4
Vampire Nosferatu,RHW,16,9d8+45,+4
Vampire Null,PSZ,8,3d8+9,-2
Vampire Spawn,MM'14,15,11d8+33,+3
Vampire Spawn,MM'25,16,12d8+36,+3
Vampire Spellcaster,MM'14,16,17d8+68,+4
Vampire Umbral Lord,MM'25,16,22d8+88,+4
Vampire Warden,ABH,18,21d8+96,+2
Vampire Warrior,MM'14,17,17d8+68,+4
Vampiric Ixitxachitl,OotA,16,8d8+8,+4
Vampiric Ixitxachitl Cleric,OotA,16,8d8+8,+4
Vampiric Jade Statue,GoS,14,12d10+48,+2
Vampiric Mind Flayer,VRGR,15,10d8+40,+4
Vampiric Mist,MPMM,13,4d8+12,+3
Vampiric Mist,MTF,13,4d8+12,+3
Vargouille,VGM,12,3d4+6,+2
Vargouille,MPMM,12,4d4+8,+2
Vargouille Reflection,MPP,12,5d4+10,+2
Vecna Impersonator,ToFW,14,8d8+16,+4
Vecna the Archlich,VD,17,32d8+128,+3
Vegepygmy,MPMM,13,3d6+3,+2
Vegepygmy,VGM,13,2d6+2,+2
Vegepygmy Chief,MPMM,14,6d6+12,+2
Vegepygmy Chief,VGM,14,6d6+12,+2
Vegepygmy Moldmaker,QftIS,15,8d6+16,+2
Vegepygmy Scavenger,QftIS,13,3d6+3,+2
Vegepygmy Thorny Hunter,QftIS,14,5d8+5,+2
Veiled Presence,BMT,20,40d8+120,+7
Vellin Farstride,MaBJoV,20,30d6+90,+5
Velociraptor,MPMM,13,3d4+3,+2
Velociraptor,VGM,13,3d4+3,+2
Velomachus Lorehold,SCC,20,25d20+225,+2
Venom Troll,MPMM,15,9d10+45,+1
Venom Troll,MTF,15,9d10+45,+1
Venomous Snake,MM'25,12,2d4,+2
Verbeeg Longstrider,IDRotF,14,14d10+42,+2
Verbeeg Marauder,IDRotF,14,10d10+30,0
Verminaard,MCV2DC,20,22d8+44,+1
Veteran,MM'14,17,9d8+18,+1
Veteran of the Gauntlet,OotA,17,9d8+18,+1
Viconia DeVir,MaBJoV,20,30d8,+2
Viktor,MaBJoV,20,21d8+84,+1
Viktra Mordenheim,RHW,15,19d8+38,+3
Vine Blight,MM'25,12,3d8+6,-1
Vine Blight,MM'14,12,4d8+4,-1
Vine Blight Tangler,WttHC,12,3d8,-1
Violet Fungus,DoSI,5,4d8,-5
Violet Fungus,MM'14,5,4d8,-5
Violet Fungus,WttHC,5,4d8,-5
Violet Fungus,MM'25,5,4d8,-5
Violet Fungus Necrohulk,MM'25,17,13d10+52,+1
Virvos Magen,NF,21,17d8+34,0
Vistana Assassin,CoS,15,12d8+24,+3
Vistana Bandit,CoS,12,2d8+2,+1
Vistana Bandit Captain,CoS,15,10d8+20,+3
Vistana Commoner,CoS,10,1d8,0
Vistana Guard,CoS,16,2d8+2,+1
Vistana Spy,CoS,12,6d8,+2
Vistana Thug,CoS,11,5d8+10,0
Vladeska Drakov,RHW,18,20d8+80,+2
Vlazok,VEoR,17,16d10+48,+4
Void Scavver,BAM,15,15d12+60,+3
Vorvolaka,CoA,17,20d8+100,+4
Vox Seeker,EGW,14,2d4+2,0
Vrock,MM'14,15,11d10+44,+2
Vrock,MM'25,15,16d10+64,+2
Vulkoori Stingblade,EFA,14,6d8,+2
Vulkoori Venom Priest,EFA,15,8d8+8,+3
Vulture,MM'14,10,1d8+1,0
Vulture,MM'25,10,1d8+1,0
Walking Corpse,CoS,10,1d8,0
Walking Statue of Waterdeep,WDH,17,17d20+136,-1
Walrus,IDRotF,9,3d10+6,-1
War Devil,CoA,11,19d12+114,-1
War Priest,VGM,17,18d8+36,0
War Priest,MPMM,17,18d8+36,0
Warden Archon,MPP,17,16d10+48,0
Warforged Colossus,ERLW,23,20d20+200,0
Warforged Soldier,ERLW,16,4d8+12,+1
Warforged Titan,ERLW,20,10d12+60,-1
Warforged Warrior,VEoR,16,4d8+12,+1
Warhorse,MM'14,11,3d10+3,+1
Warhorse,MM'25,11,3d10+3,+1
Warhorse Skeleton,MM'25,13,3d10+6,+1
Warhorse Skeleton,MM'14,13,3d10+6,+1
Warlock of the Archfey,VGM,11,11d8,+1
Warlock of the Archfey,MPMM,13,15d8,+3
Warlock of the Fiend,VGM,12,12d8+24,+2
Warlock of the Fiend,MPMM,13,12d8+24,+3
Warlock of the Great Old One,VGM,12,14d8+28,+2
Warlock of the Great Old One,MPMM,13,14d8+28,+3
Warlord,VGM,17,27d8+108,+3
Warlord,MPMM,17,27d8+108,+3
Warrior,ESK,16,2d8+4,+1
Warrior,SLW,20,8d8+16,+2
Warrior,SDW,20,10d8+20,+2
Warrior,DC,20,12d8+24,+2
Warrior Commander,MM'25,18,19d8+76,+5
Warrior Infantry,MM'25,13,2d8,0
Warrior of Madarua,QftIS,12,2d8+2,+1
Warrior Veteran,MM'25,17,10d8+20,+1
Wasteland Dragonnel,DSotDQ,13,10d10+10,+3
Wastrilith,MPMM,17,15d10+75,+4
Wastrilith,MTF,17,15d10+75,+4
Water Elemental,MM'25,14,12d10+48,+2
Water Elemental,MM'14,14,12d10+48,+2
Water Elemental Myrmidon,MTF,17,17d8+51,+2
Water Elemental Myrmidon,MPMM,17,17d8+51,+2
Water Totem Elemental,PSX,14,12d10+48,+2
Water Weird,MM'14,13,9d10+9,+3
Water Weird,MM'25,13,10d10+10,+3
Waxwork,RHW,14,7d8+21,+1
Weasel,MM'14,13,1d4-1,+3
Weasel,MM'25,13,1d4-1,+3
Werebat,WDMM,13,7d6,+3
Werebear,MM'14,10,18d8+54,0
Werebear,MM'25,15,18d8+54,0
Wereboar,MM'14,10,12d8+24,0
Wereboar,MM'25,15,15d8+30,0
Werejaguar,TftYP,12,16d8+48,+2
Wererat,MM'14,12,6d8+6,+2
Wererat,MM'25,13,11d8+11,+3
Wereraven,VRGR,12,7d8,+2
Wereraven,RHW,12,12d8,+2
Weretiger,MM'14,12,16d8+48,+2
Weretiger,MM'25,12,16d8+48,+2
Werevulture,BMT,12,10d8+30,+2
Werewolf,MM'14,11,9d8+18,+1
Werewolf,MM'25,15,11d8+22,+2
Werewolf (Krallenhorde),PSI,11,9d8+18,+1
Werewyvern,FRAiF,16,16d8+80,+2
Whirling Chandelier,VEoR,13,14d10+28,+2
Whirlwyrm,ToFW,14,9d12+27,-1
Whistler,JttRC,15,24d10+48,+3
White Abishai,MPMM,15,8d8+32,0
White Abishai,MTF,15,8d8+32,0
White Dragon Wyrmling,MM'25,16,5d8+10,0
White Dragon Wyrmling,MM'14,16,5d8+10,0
White Greatwyrm,FTD,22,26d20+260,+2
White Guard Drake,VGM,14,7d8+21,0
Wight,MM'14,14,6d8+18,+2
Wight,MM'25,14,11d8+33,+2
Wight Lifedrinker,HotB,14,11d8+33,+2
Wild Dog,ToA,12,1d6,+2
Wildfire Spirit,TCE,13,(manual),+2
Wilfred Godefroy,RHW,12,16d8,+2
Will-o'-Wells,WBtW,19,9d4,+9
Will-o'-Wisp,MM'14,19,9d4,+9
Will-o'-Wisp,MM'25,19,11d4,+9
Wine Weird,ToA,13,9d10+9,+3
Winged Bull,MOT,12,10d10+40,+2
Winged Kobold,MM'25,15,4d6-4,+3
Winged Kobold,MM'14,13,3d6-3,+3
Winged Lion,MOT,13,12d10+48,+3
Winged Thrull,GGR,12,7d6+7,+2
Winter Eladrin,MTF,19,17d8+51,0
Winter Eladrin,MPMM,19,22d8+66,+3
Winter Wolf,MM'25,13,10d10+20,+1
Winter Wolf,MM'14,13,10d10+20,+1
Witchkite,MCV4EC,16,21d12+84,0
Witchlight Hand (Medium),WBtW,12,2d8,+2
Witchlight Hand (Small),WBtW,12,2d6,+2
Witchstalker,MCV4EC,13,11d10+22,+3
Witherbloom Apprentice,SCC,13,8d8+8,+2
Witherbloom Pledgemage,SCC,12,12d8+12,+2
Witherbloom Professor of Decay,SCC,14,14d8+42,+2
Witherbloom Professor of Growth,SCC,13,15d8+45,+1
Woe Strider,MOT,17,13d10+39,+2
Wolf,MM'25,12,2d8+2,+2
Wolf,MM'14,13,2d8+2,+2
Wolf of the Overworld,MCV3MC,13,2d8+2,+2
Wolf-in-Sheep's-Clothing,QftIS,16,15d8+45,-1
Wolfwere,MaBJoV,12,10d8+10,+2
Wolfwere Alpha,MaBJoV,12,16d8+32,+2
Wood Elf,SKT,13,3d8+3,+2
Wood Elf Wizard,CM,12,10d8,+2
Wood Woad,MPMM,17,10d8+30,+1
Wood Woad,VGM,17,10d8+30,+1
Woodcrasher Baloth,PSZ,13,10d12+30,-1
Wooden Donkey,WDMM,10,2d8+2,0
Worg,MM'25,13,4d10+4,+1
Worg,MM'14,13,4d10+4,+1
Worker Robot,QftIS,13,10d8+30,-1
Wraith,MM'14,13,9d8+27,+3
Wraith,PSZ,13,9d8+27,+3
Wraith,MM'25,13,9d8+27,+3
Wretched Sorrowsworn,MPMM,15,4d6-4,+1
Wurm,GGR,17,16d12+96,0
Wurm,PSK,17,15d20+90,-2
Wurm,PSZ,17,15d20+90,-2
Wynling,JttRC,15,6d4+6,+5
Wyvern,MM'14,13,13d10+39,0
Wyvern,MM'25,14,15d10+45,0
Xan Moonblade,MaBJoV,13,25d8,+3
Xenk Yendar,HAT-TG,15,21d8+63,0
Xill,MFF,16,6d8+6,+4
Xorn,MM'14,19,7d8+42,0
Xorn,MM'25,19,8d8+48,0
Xvart,MPMM,13,2d6,+2
Xvart,VGM,13,2d6,+2
Xvart Speaker,VGM,13,2d6,+2
Xvart Warlock of Raxivort,MPMM,12,5d6+5,+2
Xvart Warlock of Raxivort,VGM,12,5d6+5,+2
Xzar the Chaos Clone,MaBJoV,15,22d8+22,+3
Yagnoloth,MPMM,17,14d10+70,+2
Yagnoloth,MTF,17,14d10+70,+2
Yak,SKT,10,2d10+2,0
Yakfolk Priest,SKT,12,7d10+14,0
Yakfolk Warrior,SKT,11,8d10+16,0
Yarnspinner,DoD,16,12d12+60,+3
Yeenoghu,MPMM,20,23d12+184,+3
Yeenoghu,MTF,20,23d12+184,+3
Yellow Musk Creeper,ToA,6,11d8+11,-4
Yellow Musk Zombie,ToA,9,6d8+6,-1
Yeth Hound,MPMM,14,6d10+18,+3
Yeth Hound,VGM,14,6d10+18,+3
Yeti,MM'25,12,6d10+18,+1
Yeti,MM'14,12,6d10+18,+1
Yeti Leader,TftYP,12,6d10+18,+1
Yeti Tyke,IDRotF,11,2d6+2,0
Yeti Tyke,MGELFT,11,2d6+2,0
Yggdrasti,MCV1SC,15,9d20+18,0
"Ygorl, Lord of Entropy",MFF,20,26d10+182,+4
Yithian,RHW,14,19d10+76,0
Yochlol,MM'14,15,16d8+64,+2
Yochlol,MM'25,15,18d8+72,+4
Young Amethyst Dragon,FTD,17,16d10+80,+1
Young Amonkhet Dragon,PSA,17,17d10+85,0
Young Basilisk,OotA,13,4d6+8,-1
Young Black Dragon,MM'25,18,15d10+45,+2
Young Black Dragon,MM'14,17,15d10+45,+2
Young Blue Dragon,MM'25,18,16d10+64,0
Young Blue Dragon,MM'14,17,16d10+64,0
Young Brass Dragon,MM'25,17,13d10+39,0
Young Brass Dragon,MM'14,17,13d10+39,0
Young Bronze Dragon,MM'25,17,15d10+60,0
Young Bronze Dragon,MM'14,17,15d10+60,0
Young Bulette,PotA,11,6d10+12,-1
Young Cloud Giant,SKT,13,10d12+40,-1
Young Copper Dragon,MM'25,17,14d10+42,+1
Young Copper Dragon,MM'14,17,14d10+42,+1
Young Crystal Dragon,FTD,15,10d10+40,+1
Young Deep Dragon,FRAiF,16,11d10+33,+1
Young Deep Dragon,FTD,16,11d10+33,+1
Young Dragon Turtle,FTD,19,17d12+68,0
Young Emerald Dragon,FTD,17,15d10+60,+1
Young Fire Giant,TftYP,11,7d10+21,-1
Young Frost Giant,TftYP,11,7d10+21,-1
Young Gold Dragon,MM'25,18,17d10+85,+2
Young Gold Dragon,MM'14,17,17d10+85,+2
Young Green Dragon,MM'25,18,16d10+48,+1
Young Green Dragon,MM'14,17,16d10+48,+1
Young Griffon (Medium),IDRotF,12,5d6+15,+2
Young Griffon (Small),IDRotF,12,2d6+6,+2
Young Griffon (Tiny),IDRotF,12,1d4+3,+2
Young Hill Giant,TftYP,13,2d8+6,+1
Young Hook Horror,OotA,11,2d6+4,0
Young Horizonback Tortoise,CRCotN,15,8d12+16,0
Young Kraken,LR,16,18d12+90,0
Young Kruthik,MPMM,16,2d6+2,+3
Young Kruthik,MTF,16,2d6+2,+3
Young Lunar Dragon,BAM,16,13d10+52,+1
Young Moonstone Dragon,FTD,17,17d10+51,+3
Young Ogre Servant,TftYP,13,2d8+6,+1
Young Purple Worm,PotA,17,15d20+90,-2
Young Red Dragon,MM'25,18,17d10+85,0
Young Red Dragon,MM'14,17,17d10+85,0
Young Red Shadow Dragon,MM'14,17,17d10+85,0
Young Remorhaz,MM'25,14,11d10+33,+1
Young Remorhaz,MM'14,14,11d10+33,+1
Young Sapphire Dragon,FTD,17,15d10+75,+2
Young Sea Serpent,FTD,16,13d12+39,+1
Young Silver Dragon,MM'25,18,16d10+80,0
Young Silver Dragon,MM'14,17,16d10+80,0
Young Solar Dragon,BAM,16,17d10+85,+2
Young Spirit Dragon,FRAiF,17,16d10+64,+1
Young Time Dragon,MPP,17,20d10+100,+1
Young Topaz Dragon,FTD,17,17d10+34,+1
Young Troglodyte,TftYP,12,2d6-2,+2
Young Wereraven,CoS,12,2d6,+2
Young White Dragon,MM'25,17,13d10+52,0
Young White Dragon,MM'14,17,14d10+56,0
Young Winter Wolf,TftYP,14,5d10+10,+2
Yuan-ti Abomination,MM'25,15,15d10+45,+3
Yuan-ti Abomination,MM'14,15,15d10+45,+3
Yuan-ti Anathema,MPMM,16,18d12+72,+1
Yuan-ti Anathema,VGM,16,18d12+72,+1
Yuan-ti Broodguard,MPMM,14,7d8+14,+2
Yuan-ti Broodguard,VGM,14,7d8+14,+2
Yuan-ti Infiltrator,MM'25,11,9d8,+1
Yuan-ti Malison (Type 1),MM'14,12,12d8+12,+2
Yuan-ti Malison (Type 1),MM'25,12,12d8+12,+2
Yuan-ti Malison (Type 2),MM'14,12,12d8+12,+2
Yuan-ti Malison (Type 2),MM'25,12,12d8+12,+2
Yuan-ti Malison (Type 3),MM'14,12,12d8+12,+2
Yuan-ti Malison (Type 3),MM'25,12,12d8+12,+2
Yuan-ti Malison (Type 4),VGM,12,12d8+12,+2
Yuan-ti Malison (Type 5),VGM,12,12d8+12,+2
Yuan-ti Mind Whisperer,MPMM,14,13d8+13,+2
Yuan-ti Mind Whisperer,VGM,14,13d8+13,+2
Yuan-ti Nightmare Speaker,MPMM,14,13d8+13,+2
Yuan-ti Nightmare Speaker,VGM,14,13d8+13,+2
Yuan-ti Pit Master,MPMM,14,16d8+16,+2
Yuan-ti Pit Master,VGM,14,16d8+16,+2
Yuan-ti Priest,ToA,12,12d8+12,+2
Yuan-ti Pureblood,MM'14,11,9d8,+1
Zakya Rakshasa,ERLW,17,7d8+28,+2
Zaratan,MPMM,20,15d20+150,0
Zaratan,MTF,20,15d20+150,0
Zariel,CoA,20,29d10+261,+7
Zariel,MPMM,20,29d10+261,+7
Zariel,MTF,20,40d10+360,+7
Zebra,ToA,10,2d10+2,0
Zegana,GGR,16,20d8+40,+2
Zendikar Dragon,PSZ,17,17d10+85,0
Zendikar Golem,PSZ,17,17d10+85,-1
Zhent Martial Arts Adept,WDH,16,11d6+11,+3
Zhentarim Thug,OotA,11,5d8+10,0
Zhentilar Paladin of Bane,FRAiF,18,9d8+18,0
Zhentilar Soldier,FRAiF,13,4d8+4,+2
Zodar,BAM,20,16d8+128,0
Zombie,MM'25,8,2d8+6,-2
Zombie,MM'14,8,3d8+9,-2
Zombie Cat,PSI,12,1d4,+2
Zombie Clot,RHW,12,11d12+33,0
Zombie Clot,VRGR,12,11d12+33,0
Zombie Horse,PSD,8,3d8+9,-2
Zombie Plague Spreader,RHW,10,12d8+24,0
Zombie Plague Spreader,VRGR,10,12d8+24,0
Zombie Rat,PSI,10,1d4-1,0
Zombie Snake,PSI,13,1d4,+3
Zorbo,ToA,10,6d6+6,0
Zuggtmoy,MPMM,17,32d10+128,+2
Zuggtmoy,MTF,17,32d10+128,+2
